,Office_Mada,Office_Madeleine,Office_Madisyn,Office_Malik,Office_Marc,Office_Marcia,Office_Marcus,Office_Marianne,Office_Marilyn,Office_Marion,Office_Mark,Office_Marla,Office_Marlon,Office_Martha,Office_Martin,Office_Marvin,Office_Mary,Office_Maryann,Office_Mason,Office_Mat,Office_Matthew,Office_Max,Office_Maximus,Office_Maya,Office_Megan,Office_Melinda,Office_Mercedes,Office_Michael,Office_Micheal,Office_Mick,Office_Mikayla,Office_Milton,Office_Mohammed,Office_Moises,Office_Monty,Office_Morgan,Office_Moses,Office_Muhammad,Office_Myron,UnivClass_Maddison,UnivDorm_Malachi,UnivDorm_Malcolm,UnivDorm_Marlene,UnivDorm_Marquis,UnivDorm_Mathew,UnivDorm_Mauricio,UnivDorm_Mckenzie,UnivDorm_Mitch,UnivLab_Mack,UnivLab_Madelyn,UnivLab_Margret,UnivLab_Mariana,UnivLab_Marie,UnivLab_Mario,UnivLab_Marshall,UnivLab_Miles
2014-07-19 03:00:00,55.0,92.0,39.5,44.75,16.0,255.75,27.5,98.25,29.0,115.0,66.75,13.0,9.0,50.25,36.5,10.75,23.25,4.416975,112.5,28.0,150.0,53.5,34.0,79.0,69.25,64.0,44.0,51.5,77.0,33.25,172.75,679.5,75.5,15.0,37.5,24.25,62.75,125.75,24.0,9.5,43.25,130.75,102.0,180.0,62.5,192.0,154.5,73.5,129.25,281.75,127.75,258.5,308.0,92.5,60.75,77.5
2014-07-19 04:00:00,51.25,92.0,37.5,30.0,15.25,282.75,23.0,90.0,27.0,113.25,69.75,12.0,9.5,40.5,36.0,13.75,25.5,3.838875,94.25,26.75,143.25,55.5,29.75,79.0,75.25,67.25,47.5,42.5,62.25,33.5,173.25,659.75,76.25,18.5,36.0,23.0,62.25,131.0,25.5,8.25,42.5,134.25,105.5,182.5,65.25,183.0,132.0,73.75,129.0,271.0,123.75,262.5,297.25,88.0,58.0,63.75
2014-07-19 05:00:00,46.0,89.25,36.0,28.75,16.25,265.5,25.5,86.0,21.5,115.5,71.0,11.5,13.0,39.25,31.5,10.5,23.75,3.968775,81.5,27.0,145.75,54.0,29.0,77.0,65.0,63.75,46.0,43.25,47.5,32.25,174.0,656.5,75.75,21.0,36.75,22.25,51.25,128.75,26.75,8.75,41.5,130.5,107.0,178.0,64.0,188.5,126.5,80.5,129.75,266.25,121.75,258.75,301.25,80.75,60.0,60.0
2014-07-19 06:00:00,45.75,76.5,30.5,29.75,14.75,239.25,26.5,86.25,21.25,109.25,67.75,10.5,10.0,36.75,35.25,10.25,23.25,3.95315,72.25,27.0,144.5,52.0,29.75,77.75,70.75,62.0,45.5,39.75,48.25,30.5,169.75,659.75,77.25,21.25,36.5,21.75,56.0,125.0,26.5,8.0,40.25,137.0,85.25,176.25,62.75,183.5,123.5,72.0,133.25,265.25,120.75,254.25,303.5,80.25,59.75,59.0
2014-07-19 07:00:00,44.25,71.75,29.0,28.25,15.0,258.0,27.0,85.5,20.75,109.25,66.25,10.25,9.25,36.5,28.5,7.0,23.75,3.9541,72.0,26.75,143.5,42.75,29.75,77.75,63.25,58.0,44.5,39.75,46.0,27.5,170.25,666.75,76.5,13.0,34.75,21.25,62.0,126.5,28.5,8.25,40.75,130.0,85.5,175.0,64.0,186.25,123.75,72.75,129.25,265.25,117.75,261.75,300.5,84.0,60.0,58.5
2014-07-19 08:00:00,45.5,73.25,30.5,30.0,15.0,258.0,25.75,86.25,21.25,109.5,69.0,12.0,11.5,37.75,29.0,10.0,24.0,4.064475,71.25,26.75,143.5,42.0,27.25,75.0,68.0,52.5,43.0,37.25,46.75,27.25,168.25,661.25,75.5,12.75,35.75,21.75,61.0,126.75,28.75,8.25,40.25,131.5,83.5,176.75,65.0,182.5,122.0,78.75,123.5,264.0,120.5,253.25,296.0,77.25,58.0,59.0
2014-07-19 09:00:00,44.75,82.0,35.25,29.25,15.0,260.0,26.5,83.5,19.25,107.25,70.0,11.25,8.75,38.25,28.75,13.0,24.0,3.872075,70.0,27.0,144.75,41.25,26.75,76.0,66.25,51.5,40.75,37.5,47.25,27.5,168.5,649.75,75.75,12.75,35.25,21.0,56.25,129.5,25.0,9.25,42.25,124.75,88.75,172.25,63.0,180.75,120.0,71.0,124.75,264.25,121.25,260.25,291.25,77.75,59.25,58.25
2014-07-19 10:00:00,45.75,80.25,35.5,29.0,14.75,258.25,25.0,84.25,18.5,108.25,67.75,10.75,10.0,39.0,34.75,7.25,22.5,3.934575,70.75,26.5,144.5,43.75,26.5,75.0,67.25,48.75,39.0,37.75,44.25,27.25,166.5,658.75,76.0,16.25,35.0,21.75,56.5,125.75,26.75,8.25,42.0,124.5,83.75,183.5,65.5,179.25,128.75,79.25,123.75,262.0,119.75,274.25,297.5,82.25,57.5,57.75
2014-07-19 11:00:00,45.0,69.0,36.25,28.0,15.0,265.0,23.5,88.5,19.5,107.5,62.5,10.75,10.25,35.5,34.75,13.0,24.5,4.188475,77.25,37.5,146.5,37.25,27.75,79.0,61.0,48.5,39.5,47.75,84.25,27.5,171.0,661.75,75.75,15.75,37.25,21.0,61.5,126.75,28.0,7.5,40.75,129.0,85.5,196.75,63.0,179.75,148.75,69.75,124.5,265.0,120.25,269.0,303.5,76.25,58.0,56.75
2014-07-19 12:00:00,45.25,65.5,34.0,54.0,14.25,258.75,25.5,83.25,29.25,110.0,64.0,10.75,9.5,62.0,35.5,10.0,23.75,3.95605,78.0,36.0,156.25,33.5,29.75,75.75,68.25,51.75,39.0,64.5,90.75,27.0,175.25,667.5,75.75,14.25,38.75,24.25,67.75,127.25,26.0,7.5,39.5,129.0,91.5,194.25,59.5,177.0,169.75,68.5,113.25,262.25,118.5,276.75,294.5,73.75,58.25,55.75
2014-07-19 13:00:00,62.0,73.25,30.75,68.5,39.0,270.75,25.5,89.5,35.0,116.75,64.0,10.5,8.25,56.75,34.75,10.0,24.5,8.111325,87.5,35.75,172.75,34.75,30.25,82.25,63.75,49.25,41.25,67.25,114.25,26.75,176.0,678.0,75.75,14.75,40.5,26.75,66.0,126.75,22.25,7.75,40.25,125.25,84.0,195.25,59.75,177.5,199.5,69.75,113.75,269.5,119.25,280.75,294.0,82.0,56.75,82.25
2014-07-19 14:00:00,72.5,71.0,38.5,82.5,41.5,316.75,26.5,98.75,34.0,114.25,73.0,12.0,7.25,63.25,35.0,10.5,25.0,8.36425,77.25,38.5,164.25,32.5,30.75,81.5,63.5,58.25,43.75,67.5,124.75,26.5,182.0,673.5,75.75,17.75,43.0,28.5,64.0,126.25,25.75,8.75,39.5,124.75,91.25,191.75,58.0,182.0,216.0,70.5,126.0,272.75,120.25,282.0,311.0,87.5,56.25,107.25
2014-07-19 15:00:00,70.0,75.75,38.0,72.25,42.25,318.25,24.0,106.75,33.75,115.25,74.25,11.75,11.0,54.75,35.75,11.25,24.0,7.9375,74.25,39.0,164.75,32.75,31.25,80.5,67.25,69.5,45.25,70.0,160.0,26.75,182.0,710.75,75.5,21.0,43.0,29.5,60.75,136.75,26.25,7.75,42.0,124.0,98.5,204.25,59.5,187.75,197.25,69.75,128.0,276.5,118.0,282.75,311.0,93.0,56.0,129.0
2014-07-19 16:00:00,68.25,79.75,37.5,80.25,38.25,321.0,26.5,105.75,33.0,122.75,70.0,12.75,7.5,62.5,35.75,13.5,26.25,7.1162,73.75,36.5,165.25,34.0,29.5,78.0,69.25,72.25,43.0,74.25,149.75,26.75,183.75,709.0,75.5,21.75,43.0,29.75,61.0,139.75,25.5,8.0,40.0,122.75,97.0,212.25,60.25,185.0,200.25,69.5,134.0,275.75,120.25,271.25,314.25,98.75,57.0,132.25
2014-07-19 17:00:00,66.5,84.0,41.0,79.5,41.75,313.25,30.25,105.75,36.5,123.25,79.75,11.75,8.75,58.5,35.75,11.0,25.25,7.308575,78.75,38.75,166.75,34.0,29.25,83.25,66.25,76.75,42.5,69.5,123.25,27.5,183.25,717.5,75.25,21.5,41.75,36.75,74.0,138.25,29.5,8.25,42.5,126.5,114.25,212.25,59.5,189.25,218.25,69.25,137.5,279.25,119.0,271.25,320.75,93.5,59.0,130.25
2014-07-19 18:00:00,67.25,82.5,36.25,83.0,41.75,318.25,29.75,103.5,32.75,125.25,77.0,11.25,7.0,61.5,34.25,10.5,25.75,7.1338,77.0,38.0,166.75,33.75,35.25,80.5,69.25,72.75,41.0,73.0,128.25,27.0,182.75,733.5,76.0,18.5,40.75,33.0,76.25,138.5,31.0,8.25,41.75,127.5,121.5,192.25,59.5,188.5,228.0,70.75,139.0,281.0,120.0,279.25,317.5,94.5,57.0,120.0
2014-07-19 19:00:00,66.0,77.5,41.25,84.5,38.5,315.5,28.5,103.75,32.25,120.75,71.75,11.25,8.75,64.0,34.75,10.75,24.25,7.14065,79.0,39.0,170.5,33.5,29.75,81.5,67.5,74.5,44.5,66.5,132.5,27.0,182.25,770.25,76.25,15.5,41.75,30.75,71.5,137.25,26.0,7.75,41.0,124.0,136.75,194.75,59.25,191.0,247.75,80.75,130.75,281.5,118.0,271.5,308.5,92.25,59.5,114.25
2014-07-19 20:00:00,67.75,80.25,42.0,89.25,39.75,321.5,24.75,99.0,31.25,124.0,70.75,9.25,9.25,57.5,35.5,10.5,26.25,7.2549,87.25,40.25,169.5,34.0,30.25,82.0,74.25,79.0,42.75,69.75,125.25,25.75,181.0,767.0,75.75,15.25,38.75,36.5,71.25,134.25,28.75,8.75,41.25,123.5,117.25,189.0,58.25,195.0,178.75,91.5,132.75,281.0,118.0,271.5,317.25,101.5,58.75,106.75
2014-07-19 21:00:00,67.5,82.0,39.0,91.75,38.0,323.0,24.5,90.5,25.0,122.75,72.25,8.75,10.0,45.25,47.75,10.5,30.75,7.10155,102.0,38.0,165.75,33.75,29.25,80.5,66.75,77.75,43.75,74.75,97.0,28.0,183.25,763.75,76.75,14.75,44.5,35.0,59.75,131.25,25.0,9.0,39.75,124.25,118.5,201.5,58.25,191.5,209.5,70.75,132.0,279.75,119.0,275.75,334.0,104.25,56.25,93.75
2014-07-19 22:00:00,66.5,85.25,41.0,84.0,18.75,304.25,25.5,89.0,23.5,128.25,68.75,9.75,9.0,39.25,35.75,14.0,24.0,4.0098,86.25,38.75,157.0,35.75,27.75,78.0,67.0,80.25,46.0,68.75,74.5,26.5,180.75,758.0,76.0,15.75,42.25,33.5,59.75,130.5,29.25,8.0,43.0,123.75,100.0,206.25,59.0,193.75,243.25,88.75,132.25,273.25,120.25,274.0,319.5,103.25,58.75,82.5
2014-07-19 23:00:00,51.5,80.25,40.75,42.75,14.75,294.25,26.0,87.5,19.0,122.25,74.75,10.25,11.25,40.75,35.75,7.25,25.25,3.904275,77.5,34.75,144.0,35.5,28.0,78.25,68.75,70.0,47.0,46.5,68.0,26.0,180.75,733.0,76.5,16.75,37.75,33.25,57.0,126.25,34.75,8.75,43.5,124.5,99.0,204.75,60.75,190.5,234.5,74.5,134.25,274.25,121.75,273.25,308.0,94.75,55.5,68.5
2014-07-20 00:00:00,45.0,78.5,38.25,27.0,14.5,294.5,23.0,86.25,19.5,120.5,65.5,9.5,8.75,44.75,35.25,14.75,24.75,4.126975,77.75,35.0,145.25,34.0,30.5,78.0,72.25,69.5,42.75,38.25,66.5,27.0,177.75,723.75,76.25,21.25,40.5,27.25,59.5,125.75,28.75,8.5,42.25,126.5,113.75,207.5,61.0,192.25,210.75,80.75,132.25,272.25,121.0,266.0,308.75,103.0,58.25,66.0
2014-07-20 01:00:00,45.75,77.25,38.75,27.75,15.5,282.75,23.5,83.5,21.25,117.25,69.75,9.5,11.25,46.25,30.75,10.75,21.5,3.884775,81.75,35.0,147.25,34.75,29.5,80.25,69.25,77.0,42.0,40.25,67.0,26.75,179.0,719.25,76.25,20.75,38.5,23.5,60.5,129.5,26.5,8.5,42.0,129.0,118.75,196.5,66.75,193.5,174.5,88.5,134.25,273.75,120.5,273.5,302.75,103.0,56.75,61.75
2014-07-20 02:00:00,45.75,75.25,38.5,28.75,15.5,282.75,24.75,85.75,21.25,122.25,66.25,9.75,8.75,45.5,28.25,13.5,19.5,3.879875,98.0,34.25,148.25,41.25,31.5,78.25,65.0,78.75,40.0,41.25,69.75,26.75,175.5,669.25,76.5,21.75,37.75,23.25,60.0,122.25,29.0,8.0,42.75,130.75,110.5,180.25,66.75,196.25,190.25,87.0,128.5,272.25,119.0,273.75,300.0,96.0,60.5,64.0
2014-07-20 03:00:00,46.5,87.5,38.25,29.75,15.0,282.25,28.0,86.25,20.75,131.25,70.25,10.5,11.75,37.0,30.0,10.75,22.75,4.154275,94.5,31.0,147.5,42.0,32.75,80.0,68.25,76.25,41.5,37.0,69.5,27.5,175.0,673.75,75.75,14.25,36.5,25.5,59.25,127.0,25.75,7.5,42.5,129.5,102.0,177.25,64.5,193.75,163.0,85.5,128.0,275.5,118.75,257.0,312.0,100.0,57.75,64.25
2014-07-20 04:00:00,46.25,74.75,37.75,29.5,16.0,280.0,25.0,84.25,21.0,110.5,67.5,10.0,8.75,37.25,29.25,11.0,22.0,4.0049,100.0,30.75,145.25,40.25,29.75,78.5,63.0,76.0,44.25,37.5,66.5,27.5,170.75,656.75,75.5,15.5,38.0,24.5,64.25,130.5,30.25,8.5,41.25,130.75,102.75,181.75,66.25,190.75,144.75,87.75,133.25,272.5,120.25,261.75,306.25,96.25,59.25,61.0
2014-07-20 05:00:00,45.75,70.5,35.5,28.0,15.0,273.25,25.0,83.25,20.5,113.5,72.5,9.25,10.0,38.0,29.0,13.25,22.25,4.76855,82.5,31.0,143.75,41.25,30.75,79.75,65.0,75.5,44.0,39.5,48.75,28.0,172.0,654.75,75.75,19.75,37.75,23.5,62.25,125.0,25.75,8.25,40.5,130.5,108.0,175.5,65.0,191.75,138.0,81.5,129.25,275.5,121.0,261.75,293.75,96.0,60.25,59.5
2014-07-20 06:00:00,45.25,72.0,35.25,29.5,15.5,276.5,27.5,83.75,21.25,110.5,71.5,8.75,10.0,36.5,30.25,15.0,23.5,3.952125,80.5,31.0,143.5,40.5,31.0,80.25,66.5,75.75,40.0,40.0,47.5,27.0,172.0,656.75,75.75,15.75,36.5,23.5,60.75,130.5,26.5,7.5,40.75,129.75,89.5,177.25,66.0,193.25,134.75,74.0,128.75,271.0,118.5,254.25,292.75,94.25,56.5,58.75
2014-07-20 07:00:00,45.75,68.5,35.25,29.75,14.75,272.25,25.0,85.0,21.0,104.5,68.0,9.5,10.0,37.5,29.25,7.0,20.0,4.032225,76.75,30.75,143.75,40.75,28.5,79.0,64.0,76.75,41.0,40.25,45.75,26.75,172.0,653.0,75.5,15.75,35.0,20.5,53.75,126.75,25.5,8.5,40.75,127.75,84.75,171.5,66.0,190.75,133.5,73.25,130.5,271.0,119.25,262.0,294.75,98.5,59.0,58.75
2014-07-20 08:00:00,45.25,71.5,39.25,30.25,15.75,272.25,25.5,83.5,20.25,113.25,65.5,7.75,10.25,38.25,29.25,13.5,20.25,3.935525,69.5,30.0,144.25,40.0,28.75,77.75,66.0,68.25,41.5,38.0,45.25,27.25,172.0,653.75,76.0,17.5,37.5,20.5,59.0,128.25,27.5,9.0,42.5,127.5,86.0,170.75,65.25,186.75,134.0,73.25,131.25,272.5,119.0,254.25,303.5,89.0,56.25,58.5
2014-07-20 09:00:00,44.0,72.25,36.75,30.25,14.75,267.5,24.75,84.0,20.0,105.0,71.0,8.5,10.0,35.75,29.25,14.0,20.5,4.13575,70.75,30.5,143.0,42.75,28.25,78.75,64.75,65.75,41.0,41.5,47.0,26.75,171.25,650.25,75.5,16.75,35.5,20.0,62.5,125.75,27.75,8.75,41.25,128.25,83.0,168.25,65.0,187.75,136.25,73.0,129.75,264.75,119.5,262.25,299.0,90.5,61.25,58.5
2014-07-20 10:00:00,45.75,67.75,32.75,29.25,15.5,273.5,25.5,88.0,19.25,108.25,65.0,9.25,10.25,39.25,33.75,7.25,19.25,3.974625,69.0,30.0,147.25,43.0,28.25,77.75,63.5,66.25,40.75,39.0,43.5,26.5,169.5,655.0,75.5,15.5,37.5,19.25,66.75,127.75,29.25,9.0,42.5,123.5,86.0,182.0,68.0,189.75,143.0,71.75,129.5,270.75,120.0,269.5,288.0,89.5,57.5,60.0
2014-07-20 11:00:00,44.75,64.25,34.5,30.25,15.25,273.0,25.5,89.0,19.0,106.25,69.0,8.25,13.5,36.25,35.5,13.25,20.25,3.89355,70.5,38.0,144.0,35.25,26.75,78.25,64.0,64.0,39.5,46.75,78.5,26.5,179.0,666.5,75.0,19.0,40.25,21.25,66.25,132.25,21.25,7.0,39.25,130.25,84.25,200.25,61.75,184.25,150.25,70.75,125.25,269.5,118.5,278.0,300.0,91.25,57.5,58.25
2014-07-20 12:00:00,46.0,64.25,37.5,56.75,14.5,289.0,25.5,88.5,20.0,110.5,67.5,8.75,11.25,36.25,34.75,10.0,20.75,4.76175,73.75,36.0,140.5,33.0,27.0,78.75,64.0,65.75,38.75,59.25,95.25,27.0,178.5,663.25,75.25,20.5,38.0,23.0,69.5,129.75,30.0,6.0,38.75,126.25,84.0,196.25,62.5,188.5,179.25,69.0,125.25,272.25,122.75,275.0,289.5,93.25,56.75,55.5
2014-07-20 13:00:00,59.75,74.75,37.0,93.5,15.0,286.25,26.0,92.5,24.75,121.0,72.25,8.75,8.0,35.25,35.75,11.0,23.5,7.1631,79.0,36.25,146.75,33.0,27.0,80.25,67.5,74.0,40.75,68.0,90.0,26.75,179.5,678.25,76.0,15.5,41.0,29.25,61.25,130.75,27.0,8.25,40.25,127.75,88.5,201.5,61.0,184.0,214.25,71.0,127.5,282.0,121.5,276.5,302.75,98.25,58.0,64.5
2014-07-20 14:00:00,75.0,76.25,38.75,89.75,27.25,294.25,22.75,101.5,25.5,120.25,64.5,8.75,10.0,36.5,34.5,13.5,23.25,7.05665,79.5,37.25,150.75,34.25,28.5,81.0,64.5,73.0,42.25,63.0,102.5,26.25,180.25,728.0,76.0,15.5,44.0,33.0,59.25,129.0,25.0,6.0,39.5,125.75,85.75,189.0,62.0,200.0,204.75,75.0,130.5,277.5,120.25,268.5,304.25,99.0,55.75,66.5
2014-07-20 15:00:00,70.5,71.0,41.75,90.5,43.75,348.5,24.5,101.75,26.25,124.75,68.5,9.25,10.5,36.75,35.5,11.0,24.0,7.5586,77.25,37.75,151.5,33.75,30.75,83.75,64.25,74.25,44.5,65.25,101.75,27.5,181.75,752.75,75.5,22.75,43.5,34.0,63.75,129.75,31.0,6.0,40.75,126.0,95.75,169.5,61.25,199.75,203.75,71.0,136.25,279.5,123.0,276.5,298.25,96.0,56.0,68.75
2014-07-20 16:00:00,68.0,72.0,42.5,110.75,43.0,373.25,23.5,102.0,25.75,122.5,78.25,10.0,9.25,36.75,34.75,10.75,23.0,7.080075,71.25,35.5,150.5,32.75,30.75,84.25,65.25,85.0,44.25,65.75,97.75,27.75,181.75,753.5,76.5,19.0,44.5,34.25,68.0,132.5,26.0,7.0,41.0,122.75,108.25,165.5,64.75,209.0,232.75,99.5,136.75,280.5,121.5,264.0,290.25,101.75,59.25,84.75
2014-07-20 17:00:00,74.5,70.5,41.5,108.0,41.75,389.75,25.5,104.5,26.25,123.25,80.25,9.0,14.75,37.0,34.25,14.0,25.5,7.420925,68.75,33.75,149.5,33.0,29.0,83.0,66.5,70.9175,43.75,72.0,89.25,26.75,187.25,756.5,77.5,21.5,48.25,34.5,65.75,130.0,26.0,6.0,40.25,123.75,109.0,166.75,63.25,214.25,272.5,73.25,137.0,280.25,117.0,279.25,298.25,109.0,57.5,90.0
2014-07-20 18:00:00,76.0,74.0,43.25,107.5,34.75,395.0,25.5,105.25,25.75,123.0,93.0,9.5,16.0,40.0,35.75,14.5,25.25,7.29885,68.25,34.25,154.0,33.25,29.0,83.75,67.25,84.5,42.5,64.25,88.75,26.0,184.0,761.75,76.25,24.5,48.0,35.75,67.0,134.0,31.5,6.75,40.75,125.5,109.0,167.75,63.25,213.25,241.0,84.75,141.75,285.0,119.0,273.0,312.75,117.25,57.75,87.75
2014-07-20 19:00:00,75.5,88.75,43.25,111.75,21.5,398.0,23.5,105.5,26.25,120.75,78.0,9.0,8.75,41.75,35.0,14.0,21.75,7.297875,69.5,39.0,152.75,32.75,30.25,83.5,65.25,74.9725,43.0,64.0,85.5,26.5,185.5,750.0,77.0,18.25,46.0,36.0,73.75,137.75,32.5,6.0,41.75,130.0,127.5,157.0,60.5,219.25,193.0,84.75,140.25,287.75,118.75,265.25,307.75,112.75,59.0,88.25
2014-07-20 20:00:00,74.5,88.75,43.5,119.25,20.0,403.0,26.5,100.0,26.0,125.5,82.75,9.25,12.0,44.5,34.5,17.75,23.75,8.52735,69.5,35.0,152.0,35.0,32.75,85.75,65.5,74.205,43.25,66.75,83.5,27.25,185.25,760.5,77.25,19.25,46.75,36.75,66.25,134.25,28.75,8.0,41.75,127.0,120.0,163.0,64.0,217.5,198.25,96.0,139.25,287.5,117.75,265.25,308.5,125.25,59.25,87.0
2014-07-20 21:00:00,73.5,77.25,43.75,126.75,15.5,396.75,24.0,94.0,26.75,134.0,85.5,9.5,12.5,40.25,35.5,17.5,21.75,8.0127,68.75,34.5,155.25,34.5,34.25,83.5,66.25,85.25,51.0,65.75,73.5,27.5,186.75,751.75,76.25,22.0,45.75,34.0,73.5,137.0,36.75,6.75,41.25,123.0,119.25,156.75,67.75,213.75,176.75,98.75,140.75,286.25,119.0,272.75,300.5,119.0,61.0,86.25
2014-07-20 22:00:00,71.0,84.5,43.0,131.5,16.5,343.25,23.0,91.0,25.75,130.25,79.25,9.25,10.75,41.75,34.5,10.5,25.25,4.658175,69.0,40.0,154.5,34.5,30.5,79.75,66.0,74.0275,42.5,64.75,60.25,27.5,185.0,750.75,76.0,21.25,45.5,32.75,71.5,147.75,28.0,8.0,43.0,127.75,119.75,153.75,82.0,215.75,165.0,95.0,136.25,279.0,117.25,264.75,299.25,111.5,59.5,85.75
2014-07-20 23:00:00,54.5,90.0,43.0,49.25,16.0,321.5,23.5,91.5,26.0,127.75,85.0,10.25,13.0,40.25,35.25,11.0,22.0,4.622075,70.75,33.5,142.75,32.5,29.0,80.25,65.0,72.355,44.25,50.75,61.75,28.75,181.0,748.75,76.25,18.0,45.5,29.5,63.75,133.25,29.0,6.0,39.5,128.5,125.25,158.0,69.0,200.25,174.75,97.0,136.25,277.75,118.5,265.0,309.5,108.25,60.5,79.5
2014-07-21 00:00:00,47.25,83.5,44.0,26.25,16.25,328.0,23.75,88.0,26.25,124.75,69.5,9.5,11.75,42.0,35.25,14.0,22.0,4.511725,72.75,33.5,139.0,34.25,31.75,80.0,67.5,71.7225,41.5,40.5,60.5,30.75,180.0,751.5,76.0,13.5,43.5,27.5,66.75,130.0,23.25,7.0,41.25,130.5,135.0,161.0,63.75,204.5,186.5,107.75,138.5,279.0,118.0,263.5,319.25,96.0,58.75,77.5
2014-07-21 01:00:00,47.0,75.25,43.0,26.0,16.25,335.5,25.25,85.0,27.75,124.0,72.25,9.25,11.75,40.75,30.0,14.25,23.75,4.085,74.75,33.25,145.5,34.75,30.75,81.0,64.75,84.25,40.25,47.0,60.5,29.25,179.25,745.75,77.5,13.5,40.75,23.25,71.5,137.0,30.75,7.0,41.25,133.25,110.75,163.5,68.5,216.0,183.25,96.25,137.75,277.0,118.0,263.25,307.25,99.75,60.0,71.25
2014-07-21 02:00:00,46.5,77.0,42.25,28.0,17.5,323.5,25.75,87.25,28.25,122.25,82.0,10.0,15.25,41.75,29.75,11.0,23.25,4.0801,79.25,33.25,148.25,41.75,29.25,80.0,63.0,85.25,41.5,45.5,68.5,30.25,177.0,732.5,76.25,17.75,41.25,22.0,70.0,132.25,30.0,7.75,45.75,134.0,136.75,168.75,69.0,221.5,168.75,104.0,135.25,275.75,120.25,263.0,310.75,100.5,59.25,71.25
2014-07-21 03:00:00,46.0,79.5,43.5,28.25,16.25,313.5,25.25,85.5,27.75,125.0,73.75,10.0,11.25,39.75,28.0,10.75,22.0,4.256875,82.25,28.75,144.75,41.5,28.5,80.75,65.75,83.75,38.75,37.25,93.25,31.5,177.0,726.5,76.75,17.5,41.0,20.75,78.0,133.75,29.5,6.0,42.0,136.25,108.0,164.5,70.0,211.25,163.75,96.5,135.75,277.5,121.0,262.0,303.75,107.25,60.5,71.5
2014-07-21 04:00:00,44.75,76.0,43.0,28.0,15.5,308.5,22.75,85.5,27.0,119.5,70.5,10.0,10.25,41.75,29.5,7.25,23.25,3.977525,71.0,28.75,145.5,42.25,28.5,81.0,66.25,83.5,39.75,37.75,96.25,29.75,176.5,721.75,76.5,18.5,40.0,23.0,71.75,137.75,30.75,8.0,42.0,135.0,114.0,164.25,70.0,203.25,156.25,87.5,140.0,274.75,121.75,269.25,300.5,103.5,59.0,69.0
2014-07-21 05:00:00,45.75,71.0,40.75,27.5,16.75,295.75,24.25,85.75,23.0,111.5,66.5,9.25,15.0,40.5,28.75,14.25,22.75,3.933625,67.5,28.75,146.0,40.5,30.0,79.5,63.75,81.25,39.5,42.5,75.0,29.25,175.75,709.75,77.0,17.5,42.25,23.0,69.75,127.75,31.5,6.25,42.75,131.75,103.5,163.0,67.5,214.25,151.5,87.5,142.5,275.5,121.5,254.0,295.5,104.25,58.75,61.75
2014-07-21 06:00:00,45.75,73.0,41.75,28.75,16.25,299.0,26.0,86.0,23.0,116.0,69.25,9.75,10.75,40.25,35.0,13.5,21.0,4.0088,66.25,28.75,146.75,41.5,32.5,79.75,70.5,83.5,39.5,39.75,74.75,32.75,173.5,673.0,77.0,17.75,39.25,21.5,64.75,133.25,36.75,6.25,46.0,130.75,91.5,157.25,67.5,216.0,137.0,73.75,135.25,272.5,122.25,261.0,301.5,104.0,57.25,58.5
2014-07-21 07:00:00,50.5,74.75,42.25,28.0,16.0,300.5,28.5,86.0,23.5,112.25,76.25,8.0,10.0,43.0,29.0,11.0,19.75,4.274425,65.5,29.75,144.25,40.0,31.25,80.5,68.5,77.75,39.75,38.0,67.5,29.75,173.75,663.0,76.5,14.25,38.5,21.75,62.5,136.25,30.0,7.25,47.25,134.25,84.25,161.25,67.5,206.0,138.25,96.75,134.25,275.0,119.0,261.5,296.0,104.5,58.75,60.25
2014-07-21 08:00:00,50.25,71.5,42.0,28.5,15.75,295.0,28.0,85.75,23.0,113.75,69.25,9.5,15.0,41.25,29.0,13.75,23.75,4.075175,66.5,29.5,145.75,42.5,28.75,80.75,66.5,66.6225,38.75,36.75,68.5,29.5,176.75,673.25,76.5,16.25,41.0,20.75,68.0,135.0,35.25,7.25,42.75,133.0,83.25,158.75,69.0,196.75,134.5,73.5,134.25,274.75,121.5,262.25,283.75,98.75,58.5,59.75
2014-07-21 09:00:00,48.25,71.75,42.75,31.0,15.75,298.75,24.0,87.0,21.5,107.75,72.0,8.5,13.25,39.75,28.0,7.5,23.0,4.07715,66.75,30.25,143.5,41.0,27.0,155.75,66.75,76.75,39.5,37.0,59.0,28.5,172.5,659.0,75.5,15.0,38.5,21.5,66.25,129.25,37.5,7.5,43.0,131.5,84.75,159.0,70.5,196.5,141.25,95.75,133.0,294.0,118.5,253.5,291.75,94.0,60.25,60.0
2014-07-21 10:00:00,53.75,73.25,40.0,81.75,22.5,301.5,30.75,100.25,20.5,113.0,75.25,8.75,11.25,45.5,34.0,13.75,25.5,4.4834,67.0,29.75,145.5,58.0,96.25,270.75,62.0,79.75,43.5,77.25,64.25,28.75,174.5,677.75,76.0,20.0,40.25,20.25,70.5,132.75,57.75,8.5,40.75,123.0,87.25,159.0,68.0,199.25,175.75,90.5,138.5,298.25,118.0,277.0,291.75,97.25,57.75,63.0
